0.0057612,0.42914,0.19956,0.069209,0.01055,0.52979,0.49358,0.81832,0.057798,0.64643,0.44417,0.88333,0.41929,0.5841,0.36246,0.80012,0.96012,0.81208,0.33097,0.1737,0.18012,0.23506,0.10407,0.66557,0.79131,0.24957,0.13355,0.003644,0.098108,0.28325,0.34818,0.28706,0.79161,0.72615,0.78774,0.11462,0.92458,0.18882,0.1577,0.49499
1.7569,2.1414,1.5611,1.2815,1.9609,0.9294,1.1025,0.68775,1.5384,0.68301,1.4884,1.443,0.53804,0.88572,1.439,1.4654,0.68756,1.0922,1.1736,1.3108,1.3181,0.56433,0.77978,0.96766,0.63143,1.2241,0.54016,0.46992,0.56086,0.50527,1.0817,0.50741,1.1643,0.65355,0.8905,0.67118,0.91868,1.0203,1.3124,0.93565
1.4943,2.0131,1.3901,1.4031,1.2007,1.555,1.2318,1.4175,1.4671,0.76888,1.3412,1.4389,1.4688,1.4916,1.0727,0.57619,1.336,1.2497,1.0368,0.84007,0.53545,0.4685,0.44558,0.72195,1.1155,0.53091,0.46527,1.0934,0.53376,0.78882,0.66861,0.80122,1.2315,0.91143,1.1872,0.61948,1.2199,0.77762,0.82259,0.60421
1.2745,1.1487,1.3791,1.0109,1.2254,0.98852,1.0769,0.9631,1.3787,1.3512,1.1704,0.66511,0.68101,1.0619,1.2144,0.5539,0.47457,0.93082,0.42555,1.0991,1.3723,1.005,0.77549,1.3528,0.50285,1.3617,0.48173,1.0785,0.72578,0.50994,0.59181,1.3336,0.54724,1.3652,1.0224,0.86614,0.82095,1.0942,1.0882,1.0789
1.5417,1.5513,2.0954,1.2188,1.3639,0.91964,0.81969,1.1728,1.1366,1.4457,1.5207,0.68408,1.2259,1.3212,1.4376,1.1207,1.2,1.1715,1.4216,1.4058,0.42845,1.0301,0.89147,1.3397,0.40469,0.90144,0.44599,1.0811,1.0317,1.3236,1.383,0.86787,1.3521,0.71219,0.81591,0.9907,1.292,0.45922,0.88816,0.87233
2.4803,2.5667,3.1868,2.8168,1.4209,1.2554,1.671,1.6134,1.3199,1.4156,1.1262,1.2606,1.3099,1.3983,0.85556,1.4034,0.96817,1.119,1.3537,1.3483,0.94993,1.0449,1.0369,0.99313,0.68293,0.9718,1.2026,1.0281,1.1657,0.79681,0.68429,0.84817,0.95039,0.54106,0.62004,0.95686,0.81932,0.89149,0.96669,1.339
1.9056,2.3739,2.5953,2.1465,1.4581,2.1468,1.5451,1.0149,1.4784,1.6497,0.82882,1.6326,0.64708,0.638,0.98418,0.64664,1.2595,0.69469,0.46383,0.68972,0.87054,1.1713,0.96842,0.75798,0.58293,0.75025,0.79328,1.0768,1.3779,0.72936,0.76484,0.62307,0.98635,0.4254,1.2422,0.61556,0.40805,1.1533,1.1957,1.2653
2.056,2.2217,3.0494,1.7635,1.9875,2.0613,1.0447,1.7287,1.1648,1.1005,1.5713,0.66843,0.7475,0.89655,1.1471,1.0239,0.66175,0.58515,1.2245,0.64943,0.70179,0.49318,0.63977,1.119,0.41138,0.52818,1.1418,0.66852,0.58351,0.96167,1.1119,0.41305,0.58813,0.88383,0.41884,1.1718,1.0523,1.3627,0.94197,0.9636
1.9685,2.6256,2.6502,1.9479,2.5165,1.4537,1.4109,1.7734,0.89338,1.1435,0.60137,1.5201,1.2689,1.0073,0.81633,1.1446,0.88074,1.0935,0.72577,0.55016,0.67049,1.2213,1.2323,1.1347,1.163,0.93034,1.1608,0.70778,0.95243,1.2697,1.3187,0.90664,0.58756,0.98928,0.63169,0.65985,1.2209,0.82082,1.4214,1.0394
1.3483,1.8314,2.2988,2.1353,1.7301,1.2551,1.3027,1.1794,1.7334,0.83584,0.70924,1.4431,0.7021,0.83071,0.61739,0.92593,1.0683,0.88111,1.3293,1.2986,1.1695,1.0633,1.2885,1.0075,1.0596,1.0717,1.0715,0.55732,0.66877,0.85628,1.2085,0.59857,1.3147,0.56186,0.92868,1.0709,0.75461,0.36418,1.0486,0.85539
